shot_number,x_coord,y_coord,time,weapon
172,15,83,2.8447933333333335,AKM
173,8,61,2.8447933333333335,AKM
174,9,230,2.8860222222222225,AKM
175,13,200,2.8860222222222225,AKM
176,21,191,2.8860222222222225,AKM
177,8,183,2.8860222222222225,AKM
178,42,173,2.8860222222222225,AKM
179,7,91,2.8860222222222225,AKM
180,7,225,2.9272511111111115,AKM
181,16,130,2.9272511111111115,AKM
182,6,86,2.9272511111111115,AKM
183,1276,261,2.96848,AKM
184,5,256,2.96848,AKM
185,1274,221,2.96848,AKM
186,11,205,2.96848,AKM
187,34,201,2.96848,AKM
188,44,163,2.96848,AKM
189,1,152,2.96848,AKM
190,701,573,3.009708888888889,AKM
191,2,446,3.009708888888889,AKM
192,4,281,3.009708888888889,AKM
193,40,185,3.009708888888889,AKM
194,31,226,3.009708888888889,AKM
195,12,244,3.009708888888889,AKM
196,11,178,3.009708888888889,AKM
197,9,264,3.009708888888889,AKM
198,36,208,3.050937777777778,AKM
199,23,4,3.050937777777778,AKM
200,22,227,3.050937777777778,AKM
201,21,141,3.050937777777778,AKM
202,52,154,3.050937777777778,AKM
203,2,263,3.050937777777778,AKM
204,154,4,3.050937777777778,AKM
205,26,158,3.050937777777778,AKM
206,36,159,3.050937777777778,AKM
207,24,203,3.092166666666667,AKM
208,22,247,3.133395555555556,AKM
209,15,225,3.133395555555556,AKM
210,3,157,3.133395555555556,AKM
211,9,276,3.1746244444444445,AKM
212,22,258,3.1746244444444445,AKM
213,23,235,3.1746244444444445,AKM
214,1277,215,3.1746244444444445,AKM
215,3,209,3.1746244444444445,AKM
216,34,20,3.1746244444444445,AKM
217,24,9,3.1746244444444445,AKM
218,11,271,3.2158533333333335,AKM
219,31,208,3.2570822222222224,AKM
220,25,165,3.2570822222222224,AKM
221,138,4,3.2570822222222224,AKM
222,43,193,3.2983111111111114,AKM
223,1276,325,3.33954,AKM
224,54,190,3.33954,AKM
225,144,1,3.33954,AKM
226,41,154,3.33954,AKM
227,3,242,3.380768888888889,AKM
228,35,278,3.380768888888889,AKM
229,39,1,3.380768888888889,AKM
230,9,13,3.380768888888889,AKM
231,2,288,3.380768888888889,AKM
232,8,308,3.380768888888889,AKM
233,6,335,3.380768888888889,AKM
234,3,501,3.380768888888889,AKM
235,45,199,3.380768888888889,AKM
236,53,238,3.380768888888889,AKM
237,39,318,3.421997777777778,AKM
238,13,348,3.421997777777778,AKM
239,12,375,3.421997777777778,AKM
240,3,395,3.421997777777778,AKM
241,54,277,3.421997777777778,AKM
242,1,236,3.421997777777778,AKM
243,7,376,3.463226666666667,AKM
244,1276,277,3.463226666666667,AKM
245,8,348,3.463226666666667,AKM
246,1,324,3.504455555555556,AKM
247,3,351,3.504455555555556,AKM
248,52,261,3.504455555555556,AKM
249,40,216,3.504455555555556,AKM
250,40,64,3.504455555555556,AKM
251,29,187,3.5456844444444444,AKM
252,43,230,3.5456844444444444,AKM
253,1275,267,3.5456844444444444,AKM
254,26,211,3.5869133333333334,AKM
255,1,375,3.5869133333333334,AKM
256,37,249,3.5869133333333334,AKM
257,23,314,3.6281422222222224,AKM
258,38,296,3.6281422222222224,AKM
259,1,541,3.6281422222222224,AKM
260,10,362,3.6281422222222224,AKM
261,5,269,3.6281422222222224,AKM
262,7,290,3.6281422222222224,AKM
263,8,330,3.6693711111111114,AKM
264,3,362,3.6693711111111114,AKM
265,50,286,3.6693711111111114,AKM
266,46,279,3.6693711111111114,AKM
267,43,301,3.6693711111111114,AKM
268,13,295,3.6693711111111114,AKM
269,12,318,3.7106000000000003,AKM
270,51,268,3.7106000000000003,AKM
271,15,261,3.7106000000000003,AKM
272,1276,337,3.7106000000000003,AKM
273,19,283,3.7106000000000003,AKM
274,2,45,3.751828888888889,AKM
275,1,530,3.751828888888889,AKM
276,0,316,3.751828888888889,AKM
277,1277,344,3.751828888888889,AKM
278,21,296,3.793057777777778,AKM
279,62,249,3.793057777777778,AKM
280,53,254,3.793057777777778,AKM
281,23,14,3.793057777777778,AKM
282,3,274,3.793057777777778,AKM
283,17,330,3.793057777777778,AKM
284,50,301,3.793057777777778,AKM
285,2,341,3.793057777777778,AKM
286,22,366,3.793057777777778,AKM
287,58,287,3.793057777777778,AKM
288,14,284,3.793057777777778,AKM
289,19,274,3.793057777777778,AKM
290,865,570,4.040431111111111,AKM
291,875,571,4.122888888888889,AKM
292,886,543,4.122888888888889,AKM
293,896,564,4.122888888888889,AKM
294,992,571,4.205346666666667,AKM
295,997,566,4.287804444444444,AKM
296,968,573,4.287804444444444,AKM
297,914,572,4.370262222222222,AKM
298,1008,559,4.370262222222222,AKM
299,955,556,4.370262222222222,AKM
300,998,574,4.370262222222222,AKM
301,931,567,4.370262222222222,AKM
302,925,571,4.45272,AKM
303,816,538,4.535177777777778,AKM
304,815,548,4.617635555555556,AKM
305,842,569,5.19484,AKM
306,871,550,5.277297777777778,AKM
307,888,573,5.277297777777778,AKM
308,881,533,5.318526666666667,AKM
309,988,549,5.400984444444445,AKM
310,963,567,5.442213333333334,AKM
311,991,540,5.442213333333334,AKM
312,993,527,5.483442222222222,AKM
313,966,555,5.483442222222222,AKM
314,967,547,5.524671111111111,AKM
315,947,507,5.524671111111111,AKM
316,979,565,5.524671111111111,AKM
317,961,532,5.689586666666667,AKM
318,1011,529,5.730815555555556,AKM
319,965,537,5.730815555555556,AKM
320,968,563,5.813273333333334,AKM
321,956,525,5.813273333333334,AKM
322,957,550,5.813273333333334,AKM
323,984,572,5.813273333333334,AKM
324,906,570,5.854502222222223,AKM
325,973,516,5.895731111111111,AKM
326,923,566,5.895731111111111,AKM
